d,taxi_time,gate_block_hour,runway_hour,rwy_day,distance,angle,shortest_path,distance_gate,distance_long,distance_else,rwy_num,operation_mode,other_moving_ac,QDepDep,QDepArr,QArrDep,QArrArr,NDepDep,NDepArr,NArrDep,NArrArr
0,9.983333333,10,10,22,3114.589008,559.6835281,2675.15285,110.7123898,796.0465784,2207.830039,1,0,9,0,0,2,5,0,0,3,6
0,8.533333333,21,21,7,2756.560561,628.7326433,2548.003768,71.3005402,1019.76446,1665.495561,1,0,2,0,0,0,2,0,0,0,1
1,13.65,13,13,20,3139.771251,622.6404694,2929.120462,68.04266946,1826.601759,1245.126823,1,0,11,1,5,0,0,2,4,0,0
0,1.116666667,17,17,27,614.3831152,306.564943,260.3035713,87.6834748,0.0,526.6996404,1,0,4,0,0,0,1,0,0,2,2
0,9.15,11,11,28,3272.00834,626.9955716,3060.514333,68.88588709,1824.558276,1378.564176,1,0,3,0,0,0,1,0,0,1,0
0,7.483333333,13,12,17,3187.373125,594.6798292,2845.254766,67.85866643,1019.76446,2099.749999,1,0,8,0,0,0,3,0,0,2,3
0,3.783333333,15,15,31,964.6581198,508.2363231,721.1908266,71.15197278,0.0,893.506147,1,0,7,0,0,1,1,0,0,2,3
1,12.83333333,5,5,14,1023.783564,391.0986285,751.659547,87.1816781,0.0,936.6018862,1,0,10,6,1,0,0,8,0,0,0
0,2.7,9,9,12,1113.654534,284.757371,821.5052773,139.4792256,0.0,974.1753089,1,0,5,0,0,0,0,0,0,1,3
0,4.0,10,10,24,1398.245598,362.618891,1169.803319,91.68451579,608.7054609,697.855621,1,0,3,0,0,0,0,0,0,1,2
0,3.55,20,20,12,1372.887765,418.781996,982.240405,83.0918278,0.0,1289.795937,1,0,3,0,0,0,1,0,0,0,2
0,4.516666667,17,17,18,1378.704951,418.0502534,928.797747,88.90901388,0.0,1289.795937,1,0,2,0,0,1,0,0,0,1,1
1,13.18333333,4,4,3,2423.532169,642.2588322,1971.239775,103.6766524,974.8760265,1344.97949,1,0,13,6,2,0,0,8,2,0,0
0,4.683333333,13,13,12,1493.115598,418.0196757,1036.209272,91.68451579,0.0,1401.431082,1,0,5,0,0,1,1,0,0,3,1
1,13.56666667,5,5,25,2360.484886,458.0461476,2192.225287,83.43222771,1014.046097,1263.006562,1,0,11,3,1,0,0,5,1,0,0
0,4.5,16,16,17,1725.699088,457.3446822,1304.145678,112.5747823,0.0,1613.124305,1,0,4,0,0,1,0,0,0,2,2
1,11.26666667,5,5,21,2440.071588,671.4094285,2073.227103,120.2160719,974.8760265,1344.97949,1,0,7,4,1,0,0,5,2,0,0
1,9.15,14,14,26,2355.392425,443.062701,2224.038308,78.33976629,1014.046097,1263.006562,1,0,10,2,1,0,0,3,3,0,0
0,6.5,0,23,26,2187.317342,690.6159922,1937.500202,111.6249493,608.7054609,1466.986932,1,0,3,0,0,1,0,0,0,2,0
1,9.116666667,4,4,13,188.9886415,93.26135352,34.07447641,99.47767897,0.0,89.51096251,-1,0,12,5,0,0,0,6,4,0,0
1,13.98333333,5,5,24,3422.192434,589.992077,3261.331068,106.4239204,1782.356643,1533.411871,1,0,5,1,2,0,0,3,2,0,0
0,7.8,6,6,26,2459.347217,607.2466439,2262.160666,67.07140836,1019.76446,1372.511349,1,0,7,0,0,2,1,0,0,3,2
1,11.96666667,12,12,2,2020.758358,372.6934913,1802.855933,91.68451579,974.8760265,954.1978152,1,0,10,1,1,0,0,1,1,0,0
1,12.26666667,3,4,8,1958.196802,372.1349391,1748.887065,83.0918278,974.8760265,900.2289478,1,0,6,3,0,0,0,2,1,0,0
0,3.2,6,6,9,1378.704951,418.0502534,928.797747,88.90901388,0.0,1289.795937,1,0,6,0,0,3,0,0,0,5,1
0,4.083333333,15,15,3,1896.369124,651.6652633,982.240405,83.0918278,0.0,1813.277296,1,0,4,0,0,1,0,0,0,2,2
1,12.4,4,5,8,2503.33141,640.5173117,1916.627528,104.57135,974.8760265,1423.884033,1,0,10,4,0,0,0,4,1,0,0
1,13.6,10,10,7,1442.551613,348.7693107,1248.425249,82.95309436,746.9421803,612.6563384,1,0,6,0,2,0,0,0,3,0,0
0,4.75,6,6,13,1845.808995,736.9149419,1119.290074,64.61245246,575.4407558,1205.755786,1,0,10,0,0,1,0,0,0,6,4
0,3.266666667,14,14,4,1456.788906,538.454721,1216.384399,104.57135,0.0,1352.217556,1,0,5,0,0,0,1,0,0,1,3
0,7.016666667,23,23,21,2882.312393,445.1295458,2328.78338,67.07140836,1019.76446,1795.476525,-1,0,1,0,0,0,1,0,0,0,0
1,7.933333333,18,18,26,1342.076539,338.8448032,1135.091409,71.15197278,612.44111,658.4834563,1,0,1,1,0,0,0,0,1,0,0
0,3.733333333,15,15,14,1400.011877,295.8548984,1021.428891,71.02745408,806.5635632,522.4208597,1,0,7,0,0,2,0,0,0,6,0
1,9.583333333,4,4,31,2416.116057,583.4782894,2119.778628,71.02745408,1314.273671,1030.814932,1,0,11,5,0,0,0,6,2,0,0
1,8.25,18,18,1,1879.279231,208.197379,1660.752748,86.29883817,1097.47562,695.5047729,1,0,2,1,1,0,0,1,0,0,0
0,5.6,10,10,5,2010.100843,590.6400397,1874.466392,102.0357012,0.0,1908.065142,1,0,5,0,0,2,1,0,0,3,2
1,10.93333333,15,15,31,2355.392425,443.062701,2224.038308,78.33976629,1014.046097,1263.006562,1,0,8,2,1,0,0,3,2,0,0
1,18.65,10,10,31,3343.354266,686.8756374,3278.297409,110.7123898,1014.046097,2218.59578,1,0,9,3,5,0,0,1,5,0,0
0,5.516666667,16,15,4,1447.395382,298.9574142,1068.687877,71.15197278,806.5635632,569.6798461,1,0,8,0,0,1,1,0,0,4,3
1,9.35,8,8,10,1848.022537,352.3999157,1604.205451,78.33976629,1317.245692,452.4370787,1,0,2,1,1,0,0,1,1,0,0
1,9.333333333,17,17,1,1661.99324,245.9324051,1457.912337,71.85325888,1097.47562,492.6643619,1,0,3,1,1,0,0,1,1,0,0
0,3.066666667,10,10,2,1342.11595,291.923188,962.7071596,71.85325888,806.5635632,463.6991282,1,0,5,0,0,0,1,0,0,1,3
0,4.116666667,0,0,23,1497.997579,308.4087808,1068.687877,71.15197278,806.5635632,620.2820431,1,0,2,0,0,0,0,0,0,0,2
0,3.816666667,14,14,15,1294.693034,335.7422874,1087.832422,71.02745408,806.5635632,417.1020166,1,0,4,0,0,0,1,0,0,2,2
1,22.66666667,14,14,23,3044.456383,600.2967141,2906.412598,102.0357012,1014.046097,1928.374585,1,0,10,4,2,0,0,4,2,0,0
0,3.883333333,5,5,1,1493.115598,418.0196757,1036.209272,91.68451579,0.0,1401.431082,1,0,7,0,0,2,0,0,0,6,1
0,4.016666667,16,16,9,1516.676331,420.2504189,1093.875551,83.43222771,0.0,1433.244103,1,0,3,0,0,1,1,0,0,1,2
0,4.1,14,14,2,1321.537789,457.5806228,1048.643936,83.0918278,0.0,1238.445961,1,0,3,0,0,1,0,0,0,1,1
1,14.6,4,4,11,3313.731176,619.6505765,2998.026881,112.8402872,1743.186573,1457.704315,1,0,8,7,0,0,0,5,1,0,0
1,12.1,15,15,1,2403.210496,291.9838907,2263.897307,86.29883817,1626.487207,690.4244509,1,0,7,1,2,0,0,1,1,0,0
0,3.083333333,18,18,15,1378.704951,418.0502534,928.797747,88.90901388,0.0,1289.795937,1,0,4,0,0,0,1,0,0,1,3
0,4.5,5,5,25,1199.924527,352.4640671,888.6957927,139.4792256,608.7054609,451.7398402,1,0,11,0,0,3,1,0,0,7,1
1,12.76666667,17,17,12,2825.929046,624.8582851,2475.853153,127.7352259,974.8760265,1723.317793,1,0,2,2,0,0,0,1,0,0,0
0,3.483333333,20,20,31,877.8967709,335.5411237,615.3726354,82.95309436,0.0,794.9436765,1,0,5,0,0,0,1,0,0,1,3
1,23.0,13,14,7,2530.609658,785.8678389,1892.335232,91.73508562,793.0457372,1645.828835,1,0,6,4,4,0,0,3,2,0,0
0,9.966666667,23,23,19,2663.767931,627.384434,2459.440269,67.07140836,1019.76446,1576.932063,1,0,2,0,0,0,1,0,0,0,1
1,10.85,16,16,30,2462.111013,610.1062065,2227.411085,101.0491881,0.0,2361.061825,1,0,2,0,3,0,0,0,2,0,0
1,11.78333333,5,5,12,1637.408664,334.3269198,1407.314626,88.90901388,793.0457372,755.4539134,1,0,8,4,1,0,0,5,1,0,0
0,9.283333333,10,10,1,2638.164618,610.7538944,2364.974267,112.8402872,1404.752039,1120.572291,1,0,4,0,0,0,2,0,0,0,1
0,3.216666667,14,14,19,1516.676331,420.2504189,1093.875551,83.43222771,0.0,1433.244103,1,0,4,0,0,0,0,0,0,2,1
0,4.85,5,5,28,1455.911876,361.2980185,1169.803319,91.68451579,608.7054609,755.5218992,1,0,7,0,0,0,1,0,0,2,1
0,4.433333333,11,11,9,1785.074378,651.6150319,1093.875551,83.43222771,0.0,1701.642151,1,0,5,0,0,1,1,0,0,2,3
1,13.01666667,14,14,1,3401.129924,530.147106,3243.651742,68.88588709,1809.836825,1522.407212,1,0,7,2,2,0,0,2,1,0,0
0,4.466666667,12,12,19,1535.016638,304.0361131,1165.547571,61.91353602,806.5635632,666.5395392,1,0,7,0,0,0,3,0,0,3,4
0,6.233333333,15,15,11,2316.755688,492.0860134,2195.359477,126.2014747,0.0,2190.554214,1,0,6,0,0,2,2,0,0,3,3
1,8.8,16,16,14,1324.634471,534.616624,1062.391794,88.90901388,0.0,1235.725457,1,0,5,1,0,0,0,3,1,0,0
1,10.31666667,3,4,4,2121.185203,387.8522876,1892.335232,78.33976629,1499.075982,543.7694552,1,0,10,1,0,0,0,4,2,0,0
1,17.33333333,6,6,7,3588.39568,662.2927395,3348.644114,68.88588709,2008.432048,1511.077746,1,0,4,3,0,0,0,1,2,0,0
1,8.633333333,14,14,31,2243.820432,333.6506271,2119.778628,71.02745408,1626.487207,546.3057714,1,0,15,3,2,0,0,6,8,0,0
0,3.783333333,10,10,1,1335.684042,362.0603388,1115.834452,83.0918278,608.7054609,643.8867536,1,0,2,0,0,0,0,0,0,1,0
1,9.783333333,13,13,27,2216.69632,456.5777247,2080.590142,83.0918278,1014.046097,1119.558395,1,0,6,2,5,0,0,2,3,0,0
1,15.33333333,4,4,6,3182.655146,624.0444488,2972.18836,67.85866643,1826.601759,1288.194721,1,0,14,7,0,0,0,6,0,0,0
1,10.4,8,8,23,2924.763243,689.9523309,2726.28967,90.95977789,1014.046097,1819.757369,1,0,4,0,2,0,0,1,2,0,0
1,13.36666667,4,4,20,3055.45107,691.2509779,2408.995672,107.5419067,793.0457372,2154.863426,1,0,13,5,0,0,0,4,1,0,0
1,13.18333333,5,5,29,2880.525227,587.0212464,2798.504036,126.2014747,1014.046097,1740.277656,1,0,4,0,1,0,0,1,2,0,0
0,3.416666667,19,19,15,1321.537789,457.5806228,1048.643936,83.0918278,0.0,1238.445961,1,0,2,0,0,0,0,0,0,1,1
0,4.25,22,22,26,1479.472608,363.5287617,1227.469597,83.43222771,608.7054609,787.3349199,1,0,2,0,0,0,0,0,0,0,1
1,9.183333333,16,16,1,2403.210496,291.9838907,2263.897307,86.29883817,1626.487207,690.4244509,1,0,6,2,3,0,0,3,1,0,0
0,3.533333333,20,20,6,1131.809406,449.0731133,821.5052773,139.4792256,0.0,992.3301804,1,0,2,0,0,0,0,0,0,0,1
0,4.883333333,8,8,25,1108.746301,399.0683628,875.4829033,104.57135,0.0,1004.174951,1,0,7,0,0,0,1,0,0,0,5
0,3.516666667,11,11,16,1236.797107,331.810577,1029.110691,71.85325888,806.5635632,358.3802852,1,0,6,0,0,0,1,0,0,1,4
0,11.08333333,10,9,21,3071.937513,557.3148891,2658.186509,106.4239204,796.0465784,2169.467015,1,0,7,0,0,1,2,0,0,1,4
0,4.866666667,21,21,16,1725.699088,457.3446822,1304.145678,112.5747823,0.0,1613.124305,1,0,4,0,0,0,1,0,0,0,2
1,8.683333333,17,17,12,1747.595692,337.2411195,1514.726152,91.68451579,793.0457372,862.8654387,1,0,0,0,1,0,0,0,0,0,0
0,5.183333333,10,10,18,1883.233359,558.3339941,1784.95543,99.47767897,0.0,1783.75568,1,0,8,0,0,0,1,0,0,1,5
1,19.41666667,14,14,1,3747.045806,633.0181224,3625.569798,67.03856228,2047.602118,1632.405125,1,0,6,3,6,0,0,2,1,0,0
0,4.166666667,17,17,11,1321.537789,457.5806228,1048.643936,83.0918278,0.0,1238.445961,1,0,5,0,0,1,0,0,0,3,1
1,15.31666667,4,4,27,2976.90205,696.345224,2830.555644,91.90896017,1014.046097,1870.946993,1,0,13,6,0,0,0,5,1,0,0
0,5.05,5,5,27,1547.6138,712.5443712,1227.469597,83.43222771,608.7054609,855.4761115,1,0,5,0,0,1,0,0,0,4,1
1,10.53333333,5,6,23,2538.409794,607.4530497,2302.942851,103.6766524,1014.046097,1420.687045,1,0,5,0,1,0,0,1,2,0,0
1,15.31666667,5,5,6,1442.551613,348.7693107,1248.425249,82.95309436,746.9421803,612.6563384,1,0,5,3,1,0,0,3,0,0,0
0,3.466666667,12,12,8,1342.11595,291.923188,962.7071596,71.85325888,806.5635632,463.6991282,1,0,7,0,0,1,1,0,0,3,4
0,4.9,8,8,11,2208.542248,427.9316256,1782.716039,116.8475823,650.6122275,1441.082439,1,0,6,0,0,0,0,0,0,1,1
1,15.96666667,4,4,28,3705.687959,626.6409831,3579.949973,71.3005402,2047.602118,1586.785301,1,0,10,5,1,0,0,5,1,0,0
0,3.983333333,22,22,1,1341.501228,361.3285963,1062.391794,88.90901388,608.7054609,643.8867536,1,0,1,0,0,0,0,0,0,1,0
1,12.95,6,6,1,2885.754891,634.7708799,2662.894928,113.648321,974.8760265,1797.230544,1,0,5,2,0,0,0,2,1,0,0
1,12.38333333,10,10,29,3612.895329,625.2927737,3491.386475,67.07140836,2047.602118,1498.221803,1,0,8,2,2,0,0,1,3,0,0
1,11.93333333,17,17,2,1685.034136,336.6825673,1460.757284,83.0918278,793.0457372,808.8965713,1,0,5,4,0,0,0,2,1,0,0
1,0.766666667,16,16,18,190.5033532,90.88621628,0.0,83.0918278,0.0,107.4115254,-1,0,4,0,1,0,0,1,3,0,0
0,4.716666667,14,14,13,1493.115598,418.0196757,1036.209272,91.68451579,0.0,1401.431082,1,0,8,0,0,2,1,0,0,4,3
1,17.8,4,5,7,1388.497947,280.5152182,1099.074575,86.29883817,709.7835036,592.4156047,1,0,6,3,0,0,0,2,1,0,0
0,3.933333333,17,17,14,1895.935562,427.1250679,1531.41445,91.68451579,0.0,1804.251047,1,0,3,0,0,0,0,0,0,2,0
0,4.783333333,21,21,5,1976.806936,628.6018726,1517.331676,90.6315465,575.4407558,1310.734634,1,0,3,0,0,0,1,0,0,0,1
1,8.083333333,8,9,16,1307.468694,473.7264548,1116.715856,64.61245246,565.111891,677.74435,1,1,6,0,0,0,0,2,2,0,0
1,17.83333333,4,4,14,3544.143785,658.5449675,3260.318141,67.85866643,2008.432048,1467.853071,1,0,13,4,1,0,0,3,1,0,0
0,1.783333333,6,6,2,598.604824,132.1246048,409.9585089,61.91353602,0.0,536.691288,1,0,3,0,0,1,0,0,0,1,2
0,4.716666667,14,14,4,2058.725065,641.4939506,1627.939933,121.8065045,0.0,1936.91856,1,0,5,0,0,1,1,0,0,1,4
1,8.466666667,7,7,23,1294.693034,335.7422874,1087.832422,71.02745408,612.44111,611.2244699,1,0,4,1,0,0,0,1,3,0,0
0,4.266666667,22,21,13,1562.107749,498.5673319,1149.980867,104.57135,0.0,1457.536399,1,0,4,0,0,0,0,0,0,1,2
0,3.6,11,11,2,1584.492789,233.8538148,1209.66318,67.27407715,886.4465448,630.7721673,1,0,7,0,0,0,0,0,0,2,2
1,10.28333333,5,6,10,2020.758358,372.6934913,1802.855933,91.68451579,974.8760265,954.1978152,1,0,3,2,1,0,0,1,1,0,0
0,6.966666667,6,6,25,2295.871541,666.8972385,2032.105259,106.4239204,0.0,2189.447621,1,0,4,0,0,2,0,0,0,3,1
0,4.116666667,20,20,18,1342.11595,291.923188,962.7071596,71.85325888,806.5635632,463.6991282,1,0,1,0,0,0,0,0,0,0,1
1,18.63333333,4,4,2,3763.500477,685.4194423,2998.611725,96.61586315,1782.356643,1884.527971,1,0,8,4,0,0,0,3,1,0,0
0,5.516666667,21,21,26,2303.314218,724.6190553,2009.421846,101.0491881,608.7054609,1593.559569,1,0,2,0,0,0,0,0,0,0,0
1,8.283333333,20,20,5,1158.126585,466.3729587,960.1329414,71.85325888,565.111891,521.1614352,1,0,1,0,1,0,0,0,1,0,0
1,14.55,18,19,18,2852.971523,493.8022514,2529.667032,113.4852949,1548.269497,1191.216731,1,0,3,0,1,0,0,0,2,0,0
0,7.766666667,23,23,20,3043.284958,506.7836142,2675.15285,110.7123898,796.0465784,2136.52599,1,0,3,0,0,0,0,0,0,0,1
1,14.08333333,13,13,31,3273.463726,661.6886429,2663.934337,127.7352259,1014.046097,2131.682403,1,0,15,1,4,0,0,4,7,0,0
0,3.666666667,10,10,15,1535.016638,304.0361131,1165.547571,61.91353602,806.5635632,666.5395392,1,0,3,0,0,1,0,0,0,2,1
1,12.45,4,4,10,2298.43609,482.4269608,2065.484887,106.7332941,974.8760265,1216.826769,1,0,13,6,1,0,0,8,1,0,0
1,12.6,4,4,11,2932.308364,729.6052001,2697.125453,107.5419067,974.8760265,1849.890431,1,0,13,6,0,0,0,6,1,0,0
1,10.08333333,15,15,19,2101.985368,373.603362,1860.522211,83.43222771,1499.075982,519.477159,1,0,3,0,1,0,0,1,2,0,0
1,12.56666667,14,14,2,3317.647668,625.9943937,3103.739008,71.3005402,1826.601759,1419.745369,1,0,9,3,0,0,0,4,1,0,0
1,9.483333333,15,15,9,1038.25308,678.775588,754.1517426,61.91353602,0.0,976.3395439,1,0,4,0,0,0,0,0,1,0,0
0,3.45,10,10,17,1426.856632,417.6932337,982.240405,83.0918278,0.0,1343.764804,1,0,5,0,0,0,1,0,0,1,2
1,12.5,12,12,17,1787.445541,324.9800909,1521.748406,139.4792256,974.8760265,673.0902888,1,0,7,3,1,0,0,3,1,0,0
0,6.65,12,12,17,3276.726318,597.6309519,2933.580739,68.88588709,1019.76446,2188.075971,1,0,5,0,0,2,0,0,0,2,1
0,6.1,11,10,30,1451.824659,564.6520641,851.1906071,91.73508562,0.0,1360.089574,1,0,6,0,0,0,0,0,0,1,2
1,13.21666667,5,5,13,2020.758358,372.6934913,1802.855933,91.68451579,974.8760265,954.1978152,1,0,9,2,0,0,0,3,4,0,0
0,5.933333333,20,20,3,1341.95202,345.4839547,1087.832422,71.02745408,806.5635632,464.361003,1,0,2,0,0,0,0,0,0,0,2
0,-4.65,23,23,23,183.4111022,178.9988221,43.2246749,140.1864273,0.0,43.2246749,-1,0,1,0,0,0,0,0,0,0,0
0,3.033333333,8,8,13,1372.887765,418.781996,982.240405,83.0918278,0.0,1289.795937,1,0,5,0,0,0,2,0,0,1,4
1,10.6,14,14,1,2607.516526,489.5548236,2523.828079,99.47767897,776.2808038,1731.758044,1,0,3,0,3,0,0,1,0,0,0
1,13.56666667,8,8,16,3659.176591,741.9253175,3260.318141,67.85866643,2112.338805,1478.97912,1,0,9,3,4,0,0,1,5,0,0
0,4.3,19,19,18,1839.191193,425.8347732,1424.002925,88.90901388,0.0,1750.282179,1,0,2,0,0,0,0,0,0,0,2
0,1.95,14,14,5,969.8957066,234.7069536,582.7859984,88.90901388,0.0,880.9866928,-1,0,6,0,0,0,1,0,0,4,2
0,3.183333333,11,11,4,1342.11595,291.923188,962.7071596,71.85325888,806.5635632,463.6991282,1,0,10,0,0,1,2,0,0,2,7
1,10.35,7,7,16,1958.196802,372.1349391,1748.887065,83.0918278,974.8760265,900.2289478,1,0,7,3,0,0,0,3,2,0,0
1,4.133333333,8,8,18,183.1585313,40.50506439,46.25749609,86.29883817,0.0,96.8596931,-1,0,9,1,1,0,0,1,5,0,0
1,11.5,4,4,17,1307.468694,473.7264548,1116.715856,64.61245246,565.111891,677.74435,1,0,12,4,1,0,0,6,2,0,0
1,16.6,6,6,6,2929.578758,725.9987214,2718.331414,102.0357012,974.8760265,1852.66703,1,0,10,2,2,0,0,3,1,0,0
1,11.58333333,13,13,20,1593.71673,361.0561121,1404.845637,64.61245246,891.6137929,637.4904851,1,0,9,0,2,0,0,0,4,0,0
0,3.133333333,21,21,23,1199.924527,352.4640671,888.6957927,139.4792256,608.7054609,451.7398402,1,0,1,0,0,0,0,0,0,1,0
0,6.483333333,11,11,21,2634.31647,702.8776315,2247.831553,113.648321,0.0,2520.668149,1,0,14,0,0,1,2,0,0,3,7
1,19.65,13,14,28,3590.810334,661.4467655,3391.868789,71.3005402,2008.432048,1511.077746,1,0,10,3,5,0,0,4,2,0,0
1,14.4,4,4,15,3405.900199,727.0993697,2697.125453,107.5419067,1499.075982,1799.282311,1,0,9,3,1,0,0,3,2,0,0
0,5.616666667,10,10,18,2196.884716,662.0921455,1732.205907,101.0491881,0.0,2095.835527,1,0,8,0,0,0,1,0,0,0,5
0,3.933333333,14,14,3,1426.856632,417.6932337,982.240405,83.0918278,0.0,1343.764804,1,0,8,0,0,0,0,0,0,3,4
1,13.83333333,11,12,6,2338.08426,610.883169,2073.227103,120.2160719,974.8760265,1242.992161,1,0,5,1,3,0,0,1,1,0,0
1,9.066666667,4,4,1,2454.097914,354.3734416,2259.895845,105.6097742,776.2808038,1572.207336,1,0,6,2,1,0,0,3,0,0,0
1,11.2,6,6,21,2454.630017,529.9461934,2214.414231,112.5747823,974.8760265,1367.179209,1,0,9,3,0,0,0,4,1,0,0
0,4.633333333,13,13,21,1749.213486,567.4322541,1204.593114,103.6766524,0.0,1645.536834,1,0,10,0,0,2,1,0,0,6,4
0,4.05,21,21,26,1715.5715,600.8085687,1440.17449,120.2160719,608.7054609,986.6499672,1,0,2,0,0,0,1,0,0,0,1
0,3.466666667,14,14,19,1206.604565,406.4448904,934.9555602,91.68451579,0.0,1114.920049,-1,0,6,0,0,0,2,0,0,3,2
1,11.9,14,15,12,2020.758358,372.6934913,1802.855933,91.68451579,974.8760265,954.1978152,1,0,7,2,0,0,0,3,0,0,0
0,2.516666667,13,13,26,700.494542,380.261797,475.4670459,91.68451579,0.0,608.8100262,-1,0,12,0,0,0,2,0,0,5,7
0,2.8,16,16,29,893.0607598,355.5641284,717.5871748,61.91353602,0.0,831.1472238,-1,0,6,0,0,1,1,0,0,1,5
0,7.666666667,2,2,11,2462.784696,634.4018981,2060.789778,127.7352259,0.0,2335.04947,1,0,3,0,0,0,0,0,0,0,3
0,6.95,16,15,30,3009.65542,657.7493045,2804.436,67.03856228,1628.46992,1314.146938,1,0,5,0,0,1,0,0,0,1,2
0,1.75,10,10,17,969.8957066,234.7069536,582.7859984,88.90901388,0.0,880.9866928,-1,0,2,0,0,0,0,0,0,1,1
0,5.95,10,9,24,2165.143235,704.0208615,1905.155872,121.8065045,608.7054609,1434.631269,1,0,5,0,0,0,0,0,0,1,1
1,12.38333333,4,4,24,2938.59556,692.6364022,2779.36602,104.792094,1014.046097,1819.757369,1,0,15,6,2,0,0,8,3,0,0
1,9.4,14,14,17,1958.196802,372.1349391,1748.887065,83.0918278,974.8760265,900.2289478,1,0,7,0,1,0,0,0,3,0,0
1,14.3,8,8,8,3412.933917,658.0928412,3217.250243,68.04266946,2008.432048,1336.459199,1,0,3,0,1,0,0,0,1,0,0
0,10.45,15,15,23,3180.782351,743.4226001,2440.19727,106.4239204,1404.752039,1669.606391,1,0,6,0,0,2,0,0,0,2,2
0,4.433333333,9,9,2,1749.213486,567.4322541,1204.593114,103.6766524,0.0,1645.536834,1,0,3,0,0,1,0,0,0,1,2
1,10.15,15,15,30,2069.753159,359.8165716,1899.151731,83.43222771,776.2808038,1210.040127,1,0,9,3,3,0,0,3,4,0,0
0,15.4,8,8,31,1199.924527,352.4640671,888.6957927,139.4792256,608.7054609,451.7398402,1,0,8,0,0,0,0,0,0,1,4
0,4.65,11,11,14,2080.88784,628.0890824,1660.284263,111.6249493,0.0,1969.26289,1,0,4,0,0,0,0,0,0,3,1
0,5.166666667,7,7,8,1953.60184,425.8041955,1531.41445,91.68451579,0.0,1861.917325,1,0,3,0,0,1,0,0,0,2,1
0,3.383333333,12,12,21,1447.270863,305.5965657,1021.428891,71.02745408,806.5635632,569.6798461,1,0,7,0,0,2,0,0,0,3,3
0,2.65,9,9,4,1372.887765,418.781996,982.240405,83.0918278,0.0,1289.795937,1,0,6,0,0,2,0,0,0,2,3
0,2.883333333,10,10,26,1039.75415,318.5207066,761.7113083,91.68451579,0.0,948.0696338,1,0,5,0,0,0,1,0,0,2,3
0,1.75,20,20,30,664.2928832,229.8589627,409.9585089,75.85001897,0.0,588.4428643,1,0,0,0,0,0,0,0,0,0,0
0,13.1,0,0,12,3322.365646,596.629774,2976.805414,71.3005402,1019.76446,2231.300646,1,0,1,0,0,0,2,0,0,0,1
1,7.666666667,11,11,10,1637.408664,334.3269198,1407.314626,88.90901388,793.0457372,755.4539134,1,0,6,0,1,0,0,0,1,0,0
0,5.283333333,22,22,27,2246.721104,611.8122429,2120.0773,113.4508828,608.7054609,1524.564761,1,0,2,0,0,0,0,0,0,0,1
1,7.333333333,4,4,3,347.9255887,271.2587558,21.68942757,106.7332941,0.0,241.1922946,-1,0,16,6,0,0,0,9,3,0,0
0,4.083333333,20,20,27,964.6694528,508.236322,721.1908266,71.15197278,0.0,893.51748,1,0,2,0,0,0,1,0,0,0,2
0,6.9,21,21,17,2483.11292,557.0386696,2213.757076,99.47767897,0.0,2383.635241,1,0,3,0,0,0,2,0,0,0,3
0,4.366666667,19,19,12,1733.424479,472.7536896,1386.194159,101.0491881,0.0,1632.375291,-1,0,1,0,0,0,1,0,0,0,1
1,1.466666667,9,9,1,189.7603191,90.52130876,47.85481971,120.2160719,0.0,69.54424728,-1,0,3,0,0,0,0,1,1,0,0
1,14.8,5,6,2,2187.916331,381.6802825,2027.147484,88.90901388,1314.273671,784.7336458,1,0,4,2,1,0,0,1,2,0,0
1,20.28333333,7,8,16,3543.356527,660.5931794,3303.305291,67.07140836,2008.432048,1467.853071,1,0,5,2,0,0,0,0,2,0,0
0,10.38333333,13,12,17,2197.181068,519.6812165,1627.939933,121.8065045,0.0,2075.374564,1,0,9,0,0,0,3,0,0,0,3
0,3.933333333,9,9,3,1679.840237,502.3029667,1119.290074,64.61245246,886.4465448,728.7812397,1,0,7,0,0,0,0,0,0,1,4
0,4.233333333,7,7,19,2203.377434,657.0036888,1786.8569,107.5419067,0.0,2095.835527,1,0,2,0,0,0,0,0,0,1,1
1,9.25,10,10,25,1910.152141,356.7270223,1734.073928,88.90901388,776.2808038,1044.962324,1,0,5,1,2,0,0,2,3,0,0
0,2.45,11,11,16,1017.706761,365.3397717,864.544389,88.90901388,0.0,928.797747,-1,0,4,0,0,1,1,0,0,2,2
0,8.833333333,6,6,29,2760.520935,614.4259192,2457.163611,110.7123898,1404.752039,1245.056506,1,0,9,0,0,5,0,0,0,4,2
0,6.183333333,22,22,28,1432.396712,347.9769,1185.693606,64.61245246,806.5635632,561.2206961,1,0,2,0,0,0,1,0,0,0,2
0,3.916666667,4,4,1,177.9172241,180.5710522,42.98714932,134.9300748,0.0,42.98714932,-1,0,8,0,0,1,0,0,0,4,1
0,5.216666667,23,23,21,2060.222668,656.8648814,1627.939933,90.95977789,0.0,1969.26289,1,0,2,0,0,0,1,0,0,0,2
1,9.083333333,15,16,20,1444.374622,353.7026161,1248.262722,71.85325888,891.6137929,480.9075702,1,0,4,0,1,0,0,0,2,0,0
0,6.866666667,8,8,29,1785.047448,674.5902724,1550.140211,104.792094,0.0,1680.255354,1,0,7,0,0,1,0,0,0,3,3
1,10.8,9,9,17,2535.14443,719.5705975,1916.627528,104.57135,974.8760265,1455.697054,1,0,4,0,1,0,0,1,2,0,0
