type,taxi_time,gate (block) hour,runway hour,rwy_day,distance,angle,shortest path,distance_gate,distance_long,distance_else,rwy_num,operation_mode,other_moving_ac,QDepDep,QDepArr,QArrDep,QArrArr,NDepDep,NDepArr,NArrDep,NArrArr
0,6.2,0,0,5,2426.42760474843,588.1143725521375,2154.1618598076466,112.840287221,796.0465784219341,1517.540739105496,1,0,1,0,0,0,0,0,0,0,1
0,7.65,22,22,6,2621.75204243503,626.7402014568705,2373.385221231646,68.0426694591,1019.764459621634,1533.9449133542955,1,0,1,0,0,0,2,0,0,0,1
0,3.816666666666667,23,23,7,1278.9900504151651,390.21640017637384,928.8010577024696,91.9089601694,0.0,1187.0810902457652,-1,0,1,0,0,0,0,0,0,0,0
0,22.3,0,23,9,2618.08882512763,592.661786164661,2246.3512035080134,110.712389807,796.0465784219341,1711.329856898696,1,0,4,0,0,0,1,0,0,0,2
0,7.2,23,23,11,2618.08882512763,592.661786164661,2246.3512035080134,110.712389807,796.0465784219341,1711.329856898696,1,0,0,0,0,0,0,0,0,0,0
0,7.25,22,22,13,2814.373079285695,687.5111025596094,1966.6655198845483,96.615863148,796.0465784219341,1921.710637715761,1,0,2,0,0,0,2,0,0,0,2
0,1.6,23,23,14,244.209034502,99.0349807568534,134.1833228987,67.0385622797,0.0,177.17047222230002,-1,0,1,0,0,0,0,0,0,0,1
0,5.6,23,23,18,1986.914963162268,588.2779238082001,1819.029906175248,113.648321037,0.0,1873.266642125268,1,0,3,0,0,0,0,0,0,0,3
0,7.05,22,22,20,2664.55518872673,625.3362220709233,2416.453119844446,67.8586664272,1019.764459621634,1576.9320626778958,1,0,1,0,0,0,0,0,0,0,0
0,6.733333333333333,23,23,22,2663.76793065933,627.384433970974,2459.440269168046,67.0714083598,1019.764459621634,1576.9320626778958,1,0,1,0,0,0,0,0,0,1,0
0,2.0833333333333335,23,23,23,331.4168470995223,183.2387049206364,120.0266415361,111.624949329,0.0,219.79189777052227,-1,0,3,0,0,1,0,0,0,1,1
0,5.6,23,23,25,2825.1776621759677,613.2436698905689,2526.468513952602,106.064213968,1404.7520392958209,1314.361408912147,1,0,2,0,0,0,0,0,0,1,1
0,5.916666666666667,22,22,27,2198.6519760496053,610.9174456606329,2029.8423138134367,113.648321037,608.7054608738868,1476.2981941387184,1,0,3,0,0,0,1,0,0,0,2
0,5.466666666666667,22,22,28,1917.307834996768,589.1415388223926,1784.9554297614482,99.4776789692,0.0,1817.830156027568,1,0,3,0,0,0,1,0,0,0,1
1,4.816666666666666,23,23,1,507.6243256261,110.80466713983692,307.1420933604,68.0426694591,0.0,439.581656167,-1,0,3,0,0,0,0,0,2,0,0
0,7.433333333333334,1,1,5,203.6277687806,173.97949177849495,74.6652859355,107.225057764,0.0,96.40271101659998,-1,0,1,0,0,0,0,0,0,0,1
0,0.1833333333333333,19,19,5,207.18043336093905,89.69284993654959,68.49647388614582,96.615863148,0.0,110.56457021293905,-1,0,2,0,0,0,0,0,0,1,1
1,16.9,22,22,5,370.60562197373406,17.45969045989031,0.0,105.36014716,0.0,265.24547481373406,-1,0,3,0,1,0,0,0,0,0,0
1,0.5833333333333334,3,3,7,497.22673626126505,189.61376771932376,351.1161004592651,102.166741827,0.0,395.05999443426504,-1,0,2,0,0,0,0,1,1,0,0
1,6.816666666666666,23,0,16,482.4320345427341,197.8408770642401,234.83094178470003,102.166741827,0.0,380.26529271573406,-1,0,2,0,0,0,0,0,1,0,0
0,1.9166666666666667,2,2,26,728.193302211413,164.16932267252838,531.3721743192135,112.201789352,0.0,615.991512859413,-1,0,1,0,0,0,0,0,0,0,1
0,3.3,21,21,3,1516.676330847005,420.2504188558632,1093.8755505365496,83.4322277087,0.0,1433.244103138305,1,0,3,0,0,0,0,0,0,0,2
0,5.0,16,16,5,1392.678736034084,348.2961698552379,1135.0914086275254,71.1519727783,806.5635632358426,514.9632000199415,1,0,4,0,0,0,1,0,0,1,2
0,5.116666666666666,22,22,7,1497.997579079498,308.40878081594514,1068.6878774112429,71.1519727783,806.5635632358426,620.2820430653553,1,0,1,0,0,0,0,0,0,0,0
0,2.9166666666666665,21,21,10,1392.678736034084,348.2961698552379,1135.0914086275254,71.1519727783,806.5635632358426,514.9632000199415,1,0,0,0,0,0,0,0,0,0,0
0,4.35,16,16,12,1497.997579079498,308.40878081594514,1068.6878774112429,71.1519727783,806.5635632358426,620.2820430653553,1,0,2,0,0,0,1,0,0,1,1
0,2.7333333333333334,22,22,14,1342.115950320098,291.923187961953,962.7071595540424,71.8532588843,806.5635632358426,463.69912819995534,1,0,4,0,0,0,2,0,0,1,2
0,6.116666666666666,21,21,17,1447.395382071298,298.9574141626649,1068.6878774112429,71.1519727783,806.5635632358426,569.6798460571554,1,0,4,0,0,0,2,0,0,0,3
0,2.6,16,16,19,1392.678736034084,348.2961698552379,1135.0914086275254,71.1519727783,806.5635632358426,514.9632000199415,1,0,4,0,0,1,0,0,0,3,1
0,5.283333333333333,22,22,21,1432.396711802384,347.9769000045638,1185.6936056357254,64.6124524558,806.5635632358426,561.2206961107415,1,0,4,0,0,1,2,0,0,1,3
0,3.55,21,21,24,1335.6840423036826,362.0603387910949,1115.834451631675,83.0918278028,608.7054608738868,643.8867536269959,1,0,4,0,0,0,1,0,0,1,1
0,3.55,16,16,26,1455.9118758165826,361.2980185436147,1169.8033190408748,91.6845157884,608.7054608738868,755.5218991542959,1,0,4,0,0,0,0,0,0,1,3
0,4.2,21,21,31,1455.9118758165826,361.2980185436147,1169.8033190408748,91.6845157884,608.7054608738868,755.5218991542959,1,0,5,0,0,0,1,0,0,1,4
0,3.8,21,20,3,1569.5051602107098,409.8254495716167,1155.2163342079543,106.733294121,0.0,1462.77186608971,1,0,4,0,0,0,0,0,0,0,2
0,3.6166666666666663,21,21,10,1464.1863171652958,449.71283861090944,1221.619865424237,106.733294121,0.0,1357.4530230442958,1,0,1,0,0,0,1,0,0,0,1
0,3.466666666666667,22,22,14,1237.1282490722936,409.18572425651905,755.1017460344381,139.479225601,0.0,1097.6490234712935,1,0,2,0,0,0,0,0,0,1,0
0,5.25,21,20,17,1954.903825034468,696.7522704363772,1694.3434641151846,90.959777885,0.0,1863.944047149468,1,0,3,0,0,0,2,0,0,0,2
0,5.2,21,21,24,2065.168175528641,593.3356954103742,1717.7083038856506,109.502424066,608.7054608738868,1346.960290588754,1,0,5,0,0,0,1,0,0,1,1
0,6.35,23,23,31,1896.979610843168,666.5047673619279,1631.9881318476846,127.735225864,0.0,1769.244384979168,1,0,2,0,0,0,0,0,0,0,2
0,8.0,0,0,8,2426.42760474843,588.1143725521375,2154.1618598076466,112.840287221,796.0465784219341,1517.540739105496,1,0,2,0,0,0,0,0,0,0,1
0,7.15,0,23,15,2426.42760474843,588.1143725521375,2154.1618598076466,112.840287221,796.0465784219341,1517.540739105496,1,0,1,0,0,0,0,0,0,0,1
0,6.916666666666667,0,0,22,2452.9707851001103,612.5587122525383,2227.4110849403137,91.9089601694,0.0,2361.0618249307104,1,0,3,0,0,0,1,0,0,0,2
0,7.216666666666667,0,0,29,2400.7651296673107,582.0982994487326,2155.489440347914,111.624949329,0.0,2289.1401803383105,1,1,2,0,0,0,0,0,0,0,2
0,6.25,0,0,1,1609.1533300854098,538.2816578016995,1181.3817263466542,120.216071857,0.0,1488.9372582284095,1,0,1,0,0,0,0,0,0,0,1
0,5.083333333333333,23,23,2,2186.185330022015,465.12920199462553,1799.350855615441,112.574782287,0.0,2073.610547735015,1,0,4,0,0,0,0,0,0,0,3
0,4.583333333333333,20,20,5,1958.7386727247815,530.8087855867852,1440.4923650311791,109.502424066,0.0,1849.2362486587815,1,0,2,0,0,0,1,0,0,0,2
0,3.533333333333333,23,23,6,1609.1533300854098,538.2816578016995,1181.3817263466542,120.216071857,0.0,1488.9372582284095,1,0,3,0,0,0,1,0,0,0,2
0,5.583333333333333,23,23,7,1493.115598206705,418.0196757156232,1036.2092724184497,91.6845157884,0.0,1401.431082418305,1,0,3,0,0,1,0,0,0,1,1
0,4.633333333333334,23,23,9,1725.6990877494095,457.34468221176655,1304.1456780692292,112.574782287,0.0,1613.1243054624097,1,0,0,0,0,0,0,0,0,0,0
0,5.3,21,21,12,1958.7386727247815,530.8087855867852,1440.4923650311791,109.502424066,0.0,1849.2362486587815,1,0,2,0,0,0,0,0,0,0,1
0,5.133333333333334,23,23,13,1958.7386727247815,530.8087855867852,1440.4923650311791,109.502424066,0.0,1849.2362486587815,1,0,1,0,0,0,0,0,0,1,0
0,3.9833333333333334,23,23,14,1237.1282490722936,409.18572425651905,755.1017460344381,139.479225601,0.0,1097.6490234712935,1,0,1,0,0,0,1,0,0,0,1
0,2.9,23,23,16,1435.449320088605,419.3405481553058,1036.2092724184497,91.6845157884,0.0,1343.764804300205,1,0,3,0,0,0,1,0,0,0,2
0,5.716666666666667,23,23,20,2094.787004454282,654.8406734200771,1681.0162830631014,104.792093998,0.0,1989.994910456282,1,0,2,0,0,0,0,0,0,0,1
0,4.65,23,23,21,1785.0743784164874,651.615031853899,1093.8755505365496,83.4322277087,0.0,1701.6421507077876,1,0,3,0,0,0,1,0,0,0,2
0,3.6,23,23,23,1398.2455976984825,362.6188909832973,1169.8033190408748,91.6845157884,608.7054608738868,697.8556210361958,1,0,1,0,0,0,0,0,0,0,0
0,3.783333333333333,20,20,26,1455.9118758165826,361.2980185436147,1169.8033190408748,91.6845157884,608.7054608738868,755.5218991542959,1,0,0,0,0,0,0,0,0,0,0
0,4.433333333333334,23,23,27,1715.5714999273332,600.8085686934251,1440.1744896383527,120.216071857,608.7054608738868,986.6499671964464,1,0,1,0,0,0,0,0,0,0,0
0,4.75,23,23,28,1812.6261802767317,587.9371305416772,1341.993462662629,116.843538226,575.4407558091866,1120.3418862415451,1,0,3,0,0,0,1,0,0,1,2
0,0.6,21,21,28,384.1380318417948,144.46594416203578,221.96292322289483,82.292127075,0.0,301.84590476679483,-1,0,1,0,0,0,0,0,0,0,1
0,0.2666666666666666,18,18,31,297.9576863371341,111.357405823586,178.8156419290341,89.0638088564,0.0,208.8938774807341,-1,0,3,0,0,0,0,0,0,1,2
0,11.883333333333333,0,0,1,1569.5051602107098,409.8254495716167,1155.2163342079543,106.733294121,0.0,1462.77186608971,1,0,2,0,0,0,0,0,0,0,1
0,3.8666666666666663,0,0,3,1562.107749330905,498.5673319398467,1149.9808674801495,104.571349969,0.0,1457.536399361905,1,0,3,0,0,0,0,0,0,0,3
0,4.383333333333334,0,0,4,1609.1533300854098,538.2816578016995,1181.3817263466542,120.216071857,0.0,1488.9372582284095,1,0,2,0,0,0,0,0,0,0,2
0,6.4,0,0,6,2105.6774479412793,616.0907890563016,1610.4152361855165,112.201789352,1150.1577085007834,843.3179500884958,1,0,1,0,0,0,0,0,0,0,0
0,4.133333333333334,23,23,6,2186.185330022015,465.12920199462553,1799.350855615441,112.574782287,0.0,2073.610547735015,1,0,4,0,0,0,1,0,0,1,2
0,5.016666666666667,0,0,11,2060.2226680798817,656.8648813970844,1627.9399328989014,90.959777885,0.0,1969.2628901948815,1,0,4,0,0,0,0,0,0,0,3
0,3.85,23,23,14,1516.676330847005,420.2504188558632,1093.8755505365496,83.4322277087,0.0,1433.244103138305,1,0,1,0,0,0,0,0,0,0,0
0,4.416666666666667,1,1,17,1569.5051602107098,409.8254495716167,1155.2163342079543,106.733294121,0.0,1462.77186608971,1,0,2,0,0,0,1,0,0,0,2
0,3.7333333333333334,0,0,18,1411.357487801591,460.137807895156,1160.2790817528326,83.4322277087,0.0,1327.9252600928912,1,0,5,0,0,0,0,0,0,1,3
0,5.5,0,0,20,2060.2226680798817,656.8648813970844,1627.9399328989014,90.959777885,0.0,1969.2628901948815,1,0,1,0,0,0,0,0,0,0,1
0,16.35,23,23,20,1958.7386727247815,530.8087855867852,1440.4923650311791,109.502424066,0.0,1849.2362486587815,1,0,2,0,0,0,2,0,0,0,2
0,5.216666666666667,23,23,21,2060.2226680798817,656.8648813970844,1627.9399328989014,90.959777885,0.0,1969.2628901948815,1,0,2,0,0,0,1,0,0,0,2
0,5.433333333333334,0,0,24,2166.6408379218055,719.39179228881,1905.1558717533728,90.959777885,608.7054608738868,1466.9755991629186,1,0,1,0,0,0,0,0,0,0,1
0,5.2,0,0,25,2201.2051742962053,717.3675843118027,1958.2322219175728,104.792093998,608.7054608738868,1487.7076194243186,1,0,1,0,0,0,0,0,0,0,1
0,4.066666666666666,0,0,27,1199.924526682171,352.4640670845106,888.6957926568634,139.479225601,608.7054608738868,451.73984020728426,1,0,3,0,0,0,0,0,0,1,2
0,5.0,23,23,27,2065.168175528641,593.3356954103742,1717.7083038856506,109.502424066,608.7054608738868,1346.960290588754,1,0,0,0,0,0,0,0,0,0,0
0,3.8333333333333335,23,23,28,1562.107749330905,498.5673319398467,1149.9808674801495,104.571349969,0.0,1457.536399361905,1,0,4,0,0,0,1,0,0,1,2
0,5.533333333333333,0,0,31,1675.9233300526332,472.3523604633423,1432.4322730624256,106.733294121,608.7054608738868,960.4845750577464,1,0,5,0,0,0,0,0,0,1,4
0,3.933333333333333,0,0,1,1832.117257591333,519.8715931034922,1581.3616169237007,112.574782287,608.7054608738868,1110.8370144304463,1,0,1,0,0,0,0,0,0,0,1
0,8.733333333333333,0,0,1,3322.3656461530495,596.629774046731,2976.805413830776,71.3005402027,1019.764459621634,2231.300646328715,1,0,2,0,0,0,2,0,0,0,2
0,12.5,0,0,2,3009.6554203652677,657.7493045432371,2804.435999704935,67.0385622797,1628.469920495521,1314.146937590047,1,0,2,0,0,0,1,0,0,0,2
0,6.233333333333333,0,0,3,2663.76793065933,627.384433970974,2459.440269168046,67.0714083598,1019.764459621634,1576.9320626778958,1,0,4,0,0,0,1,0,0,0,4
0,4.633333333333334,0,0,4,1953.406221790668,681.3813396366543,1694.3434641151846,121.806504544,0.0,1831.599717246668,1,0,2,0,0,0,0,0,0,0,2
0,7.85,0,0,5,2613.44064928863,590.6041480381359,2315.6561063144136,106.064213968,796.0465784219341,1711.329856898696,1,0,3,0,0,0,2,0,0,0,3
0,8.85,0,23,7,2613.44064928863,590.6041480381359,2315.6561063144136,106.064213968,796.0465784219341,1711.329856898696,1,0,2,0,0,0,0,0,0,0,1
0,7.083333333333333,0,0,8,2760.9180532914297,471.5727536936656,2593.6235920667464,67.0385622797,1019.764459621634,1674.1150313900955,1,0,2,0,0,0,1,0,0,0,2
0,7.266666666666667,0,23,9,3229.5730159773493,595.2815647145401,2888.241915497976,67.0714083598,1019.764459621634,2142.737147995915,1,0,3,0,0,0,1,0,0,0,3
0,6.5,23,23,9,2578.68414382223,625.3787190437367,2373.385221231646,68.0426694591,1019.764459621634,1490.8770147414957,1,0,0,0,0,0,0,0,0,0,0
0,7.05,23,23,10,2710.9212328212298,629.7338211915188,2504.779092597546,68.8858870922,1019.764459621634,1622.2708861073957,1,0,2,0,0,0,0,0,0,0,1
0,9.0,0,23,12,3276.726318139249,597.630951935085,2933.580738927476,68.8858870922,1019.764459621634,2188.075971425415,1,0,1,0,0,0,0,0,0,0,0
0,7.566666666666666,20,20,13,2483.1129203147875,557.0386695659588,2213.7570760913773,99.4776789692,0.0,2383.6352413455875,1,0,6,0,0,0,1,0,0,0,4
0,7.75,0,0,17,2426.42760474843,588.1143725521375,2154.1618598076466,112.840287221,796.0465784219341,1517.540739105496,1,0,1,0,0,0,0,0,0,0,1
0,9.533333333333331,0,0,18,2710.9212328212298,629.7338211915188,2504.779092597546,68.8858870922,1019.764459621634,1622.2708861073957,1,0,4,0,0,0,3,0,0,1,3
0,10.65,0,23,19,2903.237250523344,595.2223936515115,2527.220060850463,67.0385622797,1019.764459621634,1816.43422862201,1,0,4,0,0,0,0,0,0,0,3
0,6.35,0,0,24,2833.3163852524035,649.4222192139407,2627.2655274826348,67.8586664272,1628.469920495521,1136.9877983296824,1,0,2,0,0,0,0,0,0,0,1
0,7.033333333333333,0,23,25,2833.305052290468,649.4222202820774,2627.2655274826348,67.8586664272,1628.469920495521,1136.9764653677466,1,0,4,0,0,0,1,0,0,0,3
0,5.85,0,0,26,2246.7097714102047,611.8122439603396,2120.0772996009364,113.450882761,608.7054608738868,1524.553427775318,1,0,2,0,0,0,0,0,0,1,1
0,7.916666666666667,20,19,27,2968.297573722368,651.3721651555976,2758.816175139035,71.3005402027,1628.469920495521,1268.5271130241467,1,0,3,0,0,0,0,0,0,0,1
0,8.733333333333333,0,0,29,3276.726318139249,597.630951935085,2933.580738927476,68.8858870922,1019.764459621634,2188.075971425415,1,1,4,0,0,0,0,0,0,1,1
0,6.416666666666667,0,0,30,2833.305052290468,649.4222202820774,2627.2655274826348,67.8586664272,1628.469920495521,1136.9764653677466,1,0,2,0,0,0,1,0,0,1,1
0,8.216666666666667,0,0,31,2632.2689159840056,702.7532546483664,2526.468513952602,106.064213968,608.7054608738868,1917.499241142119,1,0,3,0,0,0,0,0,0,0,3
0,13.9,0,23,1,2875.5049435466676,650.0239558234068,2670.252676806235,67.0714083598,1628.469920495521,1179.9636146913467,1,0,2,0,0,0,2,0,0,0,1
0,6.883333333333334,1,0,3,2756.56056083503,628.7326433031648,2548.003767500846,71.3005402027,1019.764459621634,1665.4955610106958,1,0,3,0,0,0,0,0,0,0,3
0,5.416666666666667,0,0,7,2058.725064836082,641.4939505973616,1627.9399328989014,121.806504544,0.0,1936.9185602920816,1,0,2,0,0,0,1,0,0,0,2
0,7.016666666666667,0,0,8,2919.691922331109,647.6237135203165,1900.2619886682653,96.615863148,796.0465784219341,2027.029480761175,1,0,1,0,0,0,0,0,0,0,1
0,7.566666666666666,1,1,10,2541.107428611287,554.4049269374808,2303.268038602877,102.035701168,0.0,2439.0717274432873,1,0,0,0,0,0,0,0,0,0,0
0,6.016666666666667,0,0,12,1953.406221790668,681.3813396366543,1694.3434641151846,121.806504544,0.0,1831.599717246668,1,0,1,0,0,0,0,0,0,0,1
0,6.4,20,20,13,2618.08882512763,592.661786164661,2246.3512035080134,110.712389807,796.0465784219341,1711.329856898696,1,0,5,0,0,0,0,0,0,0,3
0,6.733333333333333,0,0,15,2756.56056083503,628.7326433031648,2548.003767500846,71.3005402027,1019.764459621634,1665.4955610106958,1,0,3,0,0,0,0,0,0,0,2
0,4.966666666666667,0,0,17,1975.568996478468,667.9764713990983,1726.6877940179843,111.624949329,0.0,1863.944047149468,1,0,2,0,0,0,0,0,0,0,2
0,6.95,0,0,19,2723.407668173044,552.7743971253681,2179.9476722917307,110.712389807,796.0465784219341,1816.64869994411,1,0,4,0,0,0,1,0,0,0,4
0,6.166666666666667,20,20,20,2022.6266780421815,549.2541497830998,1718.5518985451652,99.4776789692,0.0,1923.1489990729815,1,0,5,0,0,1,0,0,0,2,2
0,6.216666666666667,1,1,22,2613.44064928863,590.6041480381359,2315.6561063144136,106.064213968,796.0465784219341,1711.329856898696,1,0,2,0,0,0,0,0,0,0,2
0,7.683333333333334,1,0,24,2875.5049435466676,650.0239558234068,2670.252676806235,67.0714083598,1628.469920495521,1179.9636146913467,1,0,1,0,0,0,0,0,0,0,1
0,7.666666666666667,0,0,26,2687.7966016464698,713.5040720251891,2440.197270185135,106.423920412,608.7054608738868,1972.667220360583,1,0,2,0,0,0,0,0,0,1,1
0,9.383333333333333,20,19,27,2920.843766976167,647.4046917493608,2670.252676806235,67.0714083598,1628.469920495521,1225.3024381208463,1,0,3,0,0,0,1,0,0,0,2
0,6.55,0,0,31,2239.511664798605,721.0764060553367,2009.4218462485728,91.9089601694,608.7054608738868,1538.8972437553184,1,0,5,0,0,0,0,0,0,1,4
0,7.666666666666667,0,0,1,3013.917398288268,653.7859345009467,2758.816175139035,71.3005402027,1628.469920495521,1314.146937590047,1,0,1,0,0,0,1,0,0,0,1
0,6.183333333333334,0,0,1,2621.75204243503,626.7402014568705,2373.385221231646,68.0426694591,1019.764459621634,1533.9449133542955,1,0,2,0,0,0,0,0,0,0,1
0,7.45,0,0,3,3043.2849583164725,506.78361421429526,2675.1528498379416,110.712389807,796.0465784219341,2136.5259900875385,1,0,4,0,0,0,0,0,0,0,3
0,7.95,0,0,4,2802.1803854009304,631.1464126485139,2548.003767500846,71.3005402027,1019.764459621634,1711.115385576596,1,0,2,0,0,0,0,0,0,0,2
0,10.183333333333334,1,1,6,3229.5730159773493,595.2815647145401,2888.241915497976,67.0714083598,1019.764459621634,2142.737147995915,1,0,0,0,0,0,0,0,0,0,0
0,7.283333333333333,0,0,7,2473.06503609043,592.0837372133786,2229.384862546947,106.423920412,796.0465784219341,1570.594537256496,1,0,4,0,0,0,1,0,0,0,2
0,5.6,0,0,8,2080.8878395238817,628.0890823598054,1660.2842628017013,111.624949329,0.0,1969.2628901948815,1,0,2,0,0,0,0,0,0,0,2
0,6.533333333333333,0,0,9,2578.68414382223,625.3787190437367,2373.385221231646,68.0426694591,1019.764459621634,1490.8770147414957,1,0,3,0,0,0,0,0,0,0,2
0,7.683333333333334,0,0,10,2719.56020664853,465.1956143060261,2548.003767500846,71.3005402027,1019.764459621634,1628.4952068241955,1,0,1,0,0,0,2,0,0,0,1
0,5.066666666666666,0,0,11,2797.91840747793,635.1097826908043,2593.6235920667464,67.0385622797,1019.764459621634,1711.115385576596,1,0,4,0,0,0,1,0,0,0,4
