PC1,PC2,taxi_time
-937.4339719,591.3978979,5.183333333
-789.3274032,-694.145482,11.28333333
-47.17541504,967.2396129,5.6
-1419.348261,280.1128841,2.783333333
1186.181112,86.33565053,17.2
-1029.390535,546.9882892,3.1
-862.9060618,-533.3890117,3.116666667
677.9699065,184.2181689,7.1
-2509.461826,-307.7758114,0.2
1606.660915,-598.8768172,6.666666667
534.5437146,-1121.575327,9.083333333
1863.390468,-315.3501756,16.28333333
2344.61238,-728.0947065,18.16666667
-1412.280646,284.0216988,5.016666667
477.6881794,1295.004603,6.516666667
-1234.601563,-650.2780671,8.833333333
-877.1936508,614.4685892,3.35
-1276.026294,-528.175391,5.133333333
447.769563,97.59721236,9.7
-1471.594799,254.6177052,3.133333333
-641.6539976,820.5729593,5.15
-522.3514082,-538.2436084,8.9
1324.645198,188.5685887,7.683333333
1298.892481,256.0998296,12.4
-2493.170828,-262.1195024,8.9
-376.7486636,855.1592363,3.55
233.7669694,-1051.41248,12.85
-695.4316138,-575.0624749,4.1
-670.9167889,-534.1941117,9.15
-2.274826597,-427.2199856,11.63333333
1553.42109,243.2449196,12.35
317.9102663,-890.4400347,9.2
-278.2230776,846.3656753,11.03333333
-1287.178185,324.7726801,7.033333333
2567.15396,-702.1247271,14.58333333
-670.9130585,-534.202641,5.3
845.2152431,1354.632575,11.4
333.8666201,375.748475,7.433333333
-591.019689,899.9503696,4.75
-737.8293832,672.809399,3.816666667
1476.469474,182.7083773,13.1
1510.325478,326.3928196,18.95
-1108.489386,506.6252418,3.016666667
1404.075915,-431.9225356,11.81666667
1557.591437,286.5623565,21.66666667
-862.9134334,-533.385697,4.466666667
164.3543421,-865.8833761,10.4
-944.6362702,506.9346109,9.616666667
-713.9203719,-248.5159876,3.516666667
169.9490802,-342.6299525,11.9
-1144.358112,-605.3987824,7.05
1286.437145,244.9482102,9.45
-2595.522698,-336.9356335,0.35
-2792.435343,-471.5841064,11.73333333
846.8418179,217.0455078,6.8
1473.080862,-594.3180974,12.2
579.4260654,-50.57851521,12.05
-323.798244,1004.060741,4.15
-1244.187904,421.3891333,2.6
-1022.877686,-384.9631237,3.05
1195.825488,446.602005,12.85
-988.1031717,512.0450879,3.683333333
233.764385,-1051.414411,11
-18.55936745,96.15325612,5.3
-2409.502644,-230.1741677,6.15
-376.7658484,855.1828647,3.7
2334.042051,307.84296,16.06666667
-520.759117,-547.1637068,9.25
2427.559222,-385.2619664,13.31666667
-376.7385952,855.1539423,4.783333333
-988.0820042,512.0268221,5.683333333
-630.2830025,-207.0667355,3.533333333
-519.8687647,-332.2476045,10.8
591.9078816,9.40636612,12.9
-432.1911444,-95.13712595,4.433333333
-759.5298807,-596.5597342,4.05
-1144.363994,-605.3931852,6.683333333
-117.1608018,-597.1628804,21.93333333
-764.4438981,-509.8480236,4.233333333
-2.291129668,-427.1993285,8.65
1556.408959,-568.2616655,7.216666667
-799.549014,643.0727108,3.733333333
-147.76701,-676.2435825,9.3
582.5285125,1230.437483,12.58333333
-558.3485419,696.5142136,7.833333333
2325.861808,-476.1442019,11.98333333
1654.210247,284.2112417,13.2
-937.4509694,591.4189424,3.883333333
-16.44305734,998.5348396,5.616666667
-1108.502522,506.6396778,3.45
-913.5729703,-612.7452998,5.083333333
-2789.692307,-471.4476974,3.7
-365.2865456,-1.744138858,3.4
-358.973527,-341.7769463,10.48333333
-764.4466249,-509.84776,4.65
909.5264936,-409.9287021,11.98333333
715.5855398,-1364.452467,15.61666667
2476.708496,-662.7965643,15.46666667
683.9171008,-582.8155388,16.36666667
-358.9789189,-341.7674486,9.066666667
1058.776047,618.938717,8.183333333
-877.2085986,614.4753406,4.75
138.7415201,-340.691254,11.73333333
-1063.459329,474.9058653,10.58333333
1216.261455,-409.5301912,7.95
1624.440269,-535.4939789,8.383333333
-939.0721522,-572.1209808,3.083333333
-591.0279621,899.9550231,3.233333333
86.34554461,-385.6981113,11.45
-2617.969223,-389.2049915,3.783333333
-766.0410394,-500.9219204,3.95
2633.514343,-669.397708,13.71666667
273.9588764,-1031.890875,15.71666667
-2163.032519,-106.1238042,1.45
-1675.86616,176.5612595,9.733333333
1401.366415,257.966183,15.98333333
1421.604105,690.4980832,13.7
2770.439067,-602.1013811,12.9
-2780.691899,-433.6673909,0.466666667
-789.324416,-694.1483509,9.633333333
-1545.078178,231.2825757,14.48333333
607.6527025,-1085.396372,12.05
2531.231144,-333.2711819,14.66666667
-479.4908296,736.7832504,9
609.9629047,118.3282351,6.233333333
-851.8491049,-300.166563,3.733333333
-1598.699509,184.5960172,9.883333333
2391.125242,1149.236709,15.65
-1533.58338,245.7507029,3.516666667
-670.9188408,-534.197171,4
421.700715,334.8279302,5.633333333
-748.549263,-109.0162837,14.78333333
1487.114985,265.3355133,18.56666667
-949.6438309,-580.8773988,9.95
-1108.470712,506.6088316,3.283333333
-1029.410007,547.0165538,3.716666667
2628.191132,-736.2359416,14.45
-375.7320131,-357.906656,5.6
169.9291537,-342.6122863,11.6
-480.6663181,-131.9662178,4.033333333
-877.2005258,614.4672236,3.716666667
198.3397518,1145.628975,6.95
-877.2195656,614.4865958,3.916666667
1708.952614,944.3280717,7.433333333
83.63358395,1138.147141,4.916666667
-927.8547216,535.111499,4.15
540.5260786,-236.5801468,12.98333333
-2092.155124,-55.11196039,2.616666667
-2519.154586,-285.3207753,23.05
-627.1876015,-328.106054,7.583333333
846.1004788,233.4582587,15.88333333
1561.183943,645.2096174,7.45
207.9205182,90.89394054,12.11666667
-67.10501838,919.1691715,5.466666667
-989.8594258,546.4200568,2.983333333
-1243.17609,-440.0334606,8.966666667
-913.5735634,-612.7435607,4.5
-2397.735876,-169.9564596,1.216666667
809.8372818,-678.2259768,6.266666667
-2093.232214,-53.60392578,3.316666667
1319.955479,-357.5625311,7.383333333
-582.8626377,-388.9281731,15.83333333
-509.5322682,738.5459086,11
681.4866552,-1047.548983,10.51666667
-699.0322496,-649.3314874,14.95
-1078.461944,504.8777262,4.033333333
233.7658712,-1051.409032,10.95
-610.0372648,677.1067814,4.666666667
403.8159024,-732.7164317,8.416666667
134.1141189,-6.66916985,9.616666667
-308.4298246,-394.0067836,4.066666667
-1207.151984,378.4647237,3.9
-799.5803869,643.1063771,3.65
-1091.172783,521.7023505,3.7
-762.6584722,595.3112343,4.933333333
-511.2902309,-542.4893579,15.95
2102.588966,-584.17287,14.58333333
204.9473173,1212.111309,5.783333333
966.1531359,69.19740999,9.35
-1086.443664,453.0705537,2.666666667
86.32626525,-385.6740534,14.58333333
-2691.462182,-404.2305401,1.116666667
-2731.50678,-416.7005906,6.466666667
734.9674255,1309.605431,10.33333333
2547.919407,-628.1027975,18.85
-454.9589966,-830.4726443,8.933333333
1513.934894,215.5410255,11.3
2170.589152,-551.3830824,12.25
-552.09664,-575.3009859,9.666666667
624.1407243,-193.5279242,11.86666667
-217.7192966,-711.6272911,10.15
-1078.452795,504.8661647,2.933333333
21.33405558,973.8393415,5.033333333
-989.8545121,546.4141493,3.433333333
-877.2071825,614.4765643,4.133333333
-1022.839115,-385.0004595,3.366666667
-812.3995129,599.8065758,9.316666667
1071.954275,-382.1314398,10.88333333
289.8134195,280.9838438,8.116666667
579.401293,-50.55803705,11.11666667
1236.791498,421.8005897,7.15
-1029.402028,547.0061203,3.65
-699.0323185,-649.331253,12.25
-1487.081158,291.108549,8.833333333
-759.5229645,-596.5672994,3.4
1727.690294,318.1399869,11.95
-1071.240682,-569.2276596,10
-1643.004253,245.4055716,6.083333333
-1672.834601,145.0077044,2.583333333
64.36974013,1041.997802,8.733333333
403.8114834,-732.7032864,18.01666667
122.3545957,1060.060047,9.083333333
-454.9389945,-830.4938877,8.6
-634.4575113,-402.9445257,9.483333333
-1244.188707,421.3892751,2.616666667
-1813.718688,89.58995717,2.766666667
-1814.749916,81.88879957,8.483333333
2283.224633,-174.3628137,22
1023.614761,365.6806925,5.466666667
233.7793964,-1051.423869,17.05
1255.251025,232.1327072,12.46666667
-810.19508,-675.908936,4.266666667
-2336.036168,-177.3443486,2.766666667
846.5372523,-589.982563,15.71666667
579.4185285,-50.57393705,10.73333333
1533.84629,-510.6726655,18.51666667
678.002643,184.195292,7.333333333
169.9407311,-342.6247821,12.83333333
-730.7101019,-524.8445099,10.21666667
1167.97442,165.4566583,7.616666667
109.9874012,1103.67402,5.583333333
-165.3813054,924.0801142,4.616666667
-1108.491949,506.6332497,3.283333333
-1022.848606,-384.9766344,3.2
381.609043,273.5561808,5.533333333
1510.322812,326.3943779,21.16666667
249.2763052,-1054.461014,13.66666667
-1049.324919,487.3055024,3.116666667
289.8149306,280.9798547,8
-797.9017716,636.4514081,17.95
-843.7543859,-578.3746102,4.183333333
-877.2056197,614.470085,3.466666667
-1334.46556,369.2065856,2.766666667
1594.759704,258.9882629,11.76666667
-1028.155149,-345.0256599,9.266666667
962.2298821,413.2689436,6.95
-988.1011714,512.0516884,2.866666667
-2338.381738,-177.1153944,1.433333333
-1813.725959,89.59774145,2.766666667
278.5181414,256.0943433,5.866666667
-100.8140614,888.7387843,8.183333333
198.3637483,1145.605685,6.516666667
1460.379005,612.1095739,10.83333333
482.2934055,309.0921436,5.816666667
-799.5509364,643.0791439,3.45
-896.0121561,556.7499643,9.416666667
289.8049425,281.0040854,6.266666667
2170.627456,-551.4313505,18.16666667
-164.4014396,908.9177679,4.483333333
-1702.857132,146.7521328,13.58333333
-1071.219184,-569.2513396,9.183333333
-602.8164038,-414.0165887,12.3
172.3488743,1105.021323,6.266666667
534.5469475,-1121.577517,8.85
805.8082036,-1320.540517,13.53333333
86.31232281,-385.6604108,11.38333333
53.77655801,1023.933793,6.616666667
2684.025093,-560.3099431,14.63333333
1899.315785,-684.2031658,16.08333333
-1249.312683,-457.6309577,8.65
249.2668429,-1054.455464,13.95
-672.6496075,719.6366284,6.016666667
-390.9075078,778.3465263,8.283333333
879.4758379,361.7826673,9.616666667
198.3682198,1145.602853,8.9
762.4909376,-1016.403199,10.08333333
1417.85824,294.6756143,13.1
-277.6153517,109.9439579,6.383333333
-1108.476254,506.612699,3.45
1024.577044,54.6803132,6.966666667
134.1249778,-6.676794705,9.4
228.0096069,-289.0546615,12.68333333
1630.750118,707.4540703,9.983333333
1256.495724,153.6138667,8.533333333
1899.323941,-684.2179501,13.65
-2234.752612,-86.98641423,1.116666667
2102.462103,-581.3212853,9.15
1833.950434,481.4478086,7.483333333
-1603.397215,211.3552561,3.783333333
-1545.075557,231.2766615,12.83333333
-1443.186186,249.8874991,2.7
-904.2384407,-345.1753274,4
-1078.475633,504.8905257,3.55
-1108.489006,506.6221644,4.516666667
579.4266894,-50.57698602,13.18333333
-937.456282,591.4188222,4.683333333
653.185029,-168.5326495,13.56666667
-559.389582,756.474342,4.5
656.6080289,-48.49380422,11.26666667
668.6568023,-171.5399545,9.15
320.7386617,278.1684139,6.5
-2786.513149,-448.3823628,9.116666667
2349.129877,-441.018726,13.98333333
805.2406098,-71.27097213,7.8
86.32308472,-385.6667905,11.96666667
-2.257379839,-427.2352739,12.26666667
-1108.46872,506.6080774,3.2
-581.2783005,942.9869599,4.083333333
617.3342498,12.49594829,12.4
-804.009839,-501.5321461,13.6
-490.2484677,117.6891209,4.75
-850.2105957,563.7202254,3.266666667
1218.177077,238.5656817,7.016666667
-973.3633972,-381.7889997,7.933333333
-982.9656477,-610.3046152,3.733333333
692.6392668,-519.3661408,9.583333333
-136.7487372,-680.4345359,8.25
73.17658713,987.8479357,5.6
668.6547548,-171.539901,10.93333333
2244.293007,581.0091878,18.65
-909.8341799,-574.1437225,5.516666667
-171.347351,-987.9856111,9.35
-454.9685685,-830.4509145,9.333333333
-1073.222099,-655.1605478,3.066666667
-862.8846813,-533.419799,4.116666667
-1033.610324,-689.6771161,3.816666667
1732.851221,352.3833787,22.66666667
-937.4435232,591.4124866,3.883333333
-877.2174389,614.4868748,4.016666667
-1080.051803,467.6416117,4.1
2082.853322,-465.1730893,14.6
762.4771601,-1016.375419,12.1
-1108.49093,506.6261874,3.083333333
-1275.98345,-528.2273924,4.5
1255.222544,232.1629248,12.76666667
-1767.439004,116.9150819,3.483333333
631.1145019,315.7501062,23
1117.306359,86.10429142,9.966666667
708.9626865,1335.577414,10.85
-526.3906164,-423.6477103,11.78333333
1045.886194,-504.861442,9.283333333
-877.2098253,614.4736829,3.216666667
-851.8169752,-300.1980712,4.85
-612.4842684,852.6608598,4.433333333
2325.851827,-476.1195903,13.01666667
-766.0402005,-500.9246952,4.466666667
539.0445836,1190.492731,6.233333333
-1063.45244,474.9017918,8.8
273.9623264,-1031.892256,10.31666667
2587.2568,-594.2482826,17.33333333
534.5373452,-1121.573416,8.633333333
-992.8426583,-386.7065919,3.783333333
451.9149153,-278.1159688,9.783333333
1965.678325,-651.4774612,15.33333333
1521.424746,282.0904777,10.4
1421.619094,690.4756586,13.36666667
1507.739458,208.0990734,13.18333333
-1080.058137,467.6411197,3.416666667
-791.6065081,-277.1032151,4.25
762.4762254,-1016.375585,9.183333333
-1412.285397,284.034002,3.533333333
-1393.933069,283.2128837,4.883333333
-1123.864517,-734.5412881,3.516666667
1582.214364,677.2533946,11.08333333
-559.399033,756.4835639,4.866666667
-358.9876512,-341.7614295,8.683333333
-100.8162962,888.7414461,5.183333333
2906.566882,-534.3279411,19.41666667
